Country,Year,Central Govt Debt (Percentage of GDP),General Govt Debt (Percentage of GDP),Grant,Loan,Vague,Commercial,Development,Mixed,Representational,ACTION RELATING TO DEBT,"AGRICULTURE, FORESTRY, FISHING",BANKING AND FINANCIAL SERVICES,BUSINESS AND OTHER SERVICES,COMMUNICATIONS,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,DISASTER PREVENTION AND PREPAREDNESS,EDUCATION,EMERGENCY RESPONSE,ENERGY,GENERAL BUDGET SUPPORT,GENERAL ENVIRONMENTAL PROTECTION,GOVERNMENT AND CIVIL SOCIETY,HEALTH,"INDUSTRY, MINING, CONSTRUCTION",OTHER COMMODITY ASSISTANCE,OTHER MULTISECTOR,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,RECONSTRUCTION RELIEF AND REHABILITATION,TRADE POLICIES AND REGULATIONS,TRANSPORT AND STORAGE,UNALLOCATED/UNSPECIFIED,WATER SUPPLY AND SANITATION,No,Yes,Adjusted Amount (Nominal USD)
NI,2013,28.83544601,28.83544601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,2013,19.55442183,,2.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,1.0,4.0,,13542426961.0
NG,2013,10.48340164,18.28929655,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,98433255928.0
MK,2013,33.82872278,33.96896894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,2013,19.54626278,31.42717537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,2013,4.660549272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,2013,57.90355606,,3.0,5.0,,,5.0,3.0,,,,,,,,,,2.0,4.0,1.0,,,,,,,,,,,1.0,,,8.0,,738390159724.0
PG,2013,24.88958091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,2013,10.37023074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,2013,16.09949987,18.88209308,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,,3501849697.0
PL,2013,51.40862608,57.11583031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,2013,131.0141279,131.4297479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,2013,30.88322557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,2013,36.66061381,37.82159645,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,11684119821.0
RU,2013,11.05804761,12.3480622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW,2013,26.08052534,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,3.0,,13775339347.0
KN,2013,55.97894436,90.99377952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,2013,62.06075386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC,2013,59.55282808,70.01754209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,2013,54.07991834,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,3467517453.0
SM,2013,23.16022028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2013,2.127267183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2013,36.8604693,,3.0,,,,3.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,3.0,,2512220936.0
RS,2013,56.02837285,56.40619231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,2013,68.19897249,,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,497100259.0
SL,2013,30.58875666,,2.0,1.0,,,3.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,3.0,,1570403823.0
SG,2013,99.03123208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2013,57.6876141,54.69253404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,2013,60.33706768,70.00554117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,2013,13.47261303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,2013,40.35590368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,2013,17.58698602,,1.0,1.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,5105000000.0
ES,2013,87.96003241,100.487736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK,2013,69.45692766,,,4.0,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,4.0,,49261018791.0
SD,2013,105.7524575,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,,109814335546.0
SR,2013,27.90183395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,2013,43.09876524,40.16092413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2013,16.01325226,41.96803798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST,2013,71.15065881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,2013,33.70033832,38.89474686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2013,29.63239281,29.63885568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,2013,0.455708525,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,21240789.0
TG,2013,42.41839297,,2.0,2.0,,,3.0,1.0,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,4.0,,9076455878.0
TO,2013,49.03807519,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,8131818.0
TT,2013,21.64558933,,2.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,4.0,,25081331875.0
TN,2013,46.74504257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM,2013,15.87697204,15.87697204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,2013,17.78957741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2013,32.14786792,31.06540051,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,100000000.0
UG,2013,22.07978225,,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,143515868248.0
UA,2013,39.88332362,40.51880791,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,8825272716.0
GB,2013,84.36404503,85.27130174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,2013,85.13749,104.5444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,2013,35.79750076,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,50000000.0
VU,2013,18.63039112,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,1469100000.0
VE,2013,45.11,85.39947263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN,2013,34.15699322,41.4128976,,3.0,,,2.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,3.0,,19959241901.0
PS,2013,30.23138981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE,2013,48.43184261,48.43184261,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,4701372548.0
ZM,2013,25.90872757,,2.0,4.0,,,5.0,1.0,,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,2.0,,,6.0,,56697990801.0
ZW,2013,37.04415889,,4.0,2.0,,,4.0,2.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,6.0,,31886474798.0
AF,2014,8.70029105,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,226243326.0
AL,2014,70.03000162,71.99229972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,2014,7.658320146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO,2014,39.80985691,,1.0,6.0,,,6.0,1.0,,,1.0,,,,,,,,2.0,,,,,1.0,,1.0,2.0,,,,,,,7.0,,135418586428.0
AG,2014,101.369132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,2014,44.6968502,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,209996583400.0
AM,2014,39.36163358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,2014,24.59274596,34.04545207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2014,58.8963821,83.75793983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,2014,8.532623898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS,2014,46.17163476,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,3.0,,4184455555.0
BH,2014,44.39837945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,2014,28.68266374,,,4.0,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,36056415264.0
BB,2014,139.3898654,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,3245959.0
BY,2014,32.93696034,38.79060488,,5.0,,,,5.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,2.0,,,5.0,,102844516720.0
BE,2014,90.03558277,107.040873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,2014,61.55156569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ,2014,22.28207466,,2.0,2.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,4.0,,19527901874.0
BT,2014,98.83348855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,2014,27.74243812,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,100000000.0
BA,2014,45.85871447,45.85871447,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,66336664.0
BW,2014,18.32723871,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1950446.0
BR,2014,58.45727111,61.61714915,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,3.0,,20000000000.0
BN,2014,3.23122759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG,2014,31.22876234,33.71031379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF,2014,24.87788188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BI,2014,37.97066878,,2.0,1.0,,,3.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,3.0,,1573054543.0
CV,2014,115.9235176,,3.0,,,,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,3.0,,1597541788.0
CM,2014,20.70718796,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,3.0,,116110161808.0
CA,2014,40.57405441,85.54051385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,2014,62.23995092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD,2014,38.23777294,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,300000000.0
CL,2014,15.01974805,15.01974784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,2014,32.88499823,43.31883697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KM,2014,11.84562324,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,474721470.0
CG,2014,42.32297044,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,81148969.0
CR,2014,37.48029923,37.83696971,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,6502163292.0
HR,2014,82.10149642,82.43039508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,2014,152.1272336,108.7566065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,2014,39.42922836,41.85425538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,2014,26.70996084,,3.0,,,,3.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,3.0,,302208663.0
DK,2014,38.41320637,44.27026522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ,2014,26.92868448,,,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,88626582925.0
DM,2014,73.53398784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO,2014,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,2014,27.51706466,,,2.0,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,6200000000.0
EG,2014,,80.87404103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV,2014,49.62588309,65.29558512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ,2014,12.55993327,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,20315000000.0
ER,2014,136.5622384,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,2921362891.0
EE,2014,11.31970254,10.62388051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ,2014,14.13328893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ,2014,44.50805128,,7.0,,,,7.0,,,,1.0,,,,,,,,,,,4.0,1.0,,,,1.0,,,,,,,7.0,,285469327.0
FI,2014,54.72578143,64.45665766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR,2014,76.02691457,94.8894414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,2014,34.06279755,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,66631804990.0
GM,2014,71.08602119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,2014,47.7713216,75.27910146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,2014,50.11081682,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,3251409899.0
GR,2014,182.879257,181.7530282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,2014,99.33988646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,2014,24.79268525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,2014,35.15809778,,4.0,,,,4.0,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,4.0,,878527732.0
GW,2014,61.05776917,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,1338779463.0
GY,2014,38.28419374,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,7265711.0
HT,2014,20.80244953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,2014,44.44062146,37.62979462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,2014,7.154187712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,2014,75.05424755,75.10987981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,2014,114.85132,115.2991334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,2014,46.02538828,67.10204106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,2014,24.68167276,24.68163127,,5.0,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,3.0,,,5.0,,90304219319.0
IR,2014,12.58742031,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,40866620886.0
IQ,2014,32.86248315,,2.0,1.0,,1.0,2.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,3.0,,36473787630.0
IE,2014,108.4460574,104.2528129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,2014,63.67530757,64.85009531,,5.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,181374721800.0
IT,2014,129.8113781,135.3670502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM,2014,125.0141315,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,274480732.0
JP,2014,192.8515986,233.2863349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,2014,75.01317056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZ,2014,14.14728207,14.49634168,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,4.0,,109508000000.0
KE,2014,41.28103091,,3.0,6.0,,,7.0,2.0,,,,,,2.0,,,1.0,,2.0,,2.0,,,,,,,,,,2.0,,,9.0,,391867610324.0
KI,2014,8.788464948,8.788464948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,2014,32.18316379,39.70749791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2014,3.429189092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,2014,53.59678577,53.59678577,1.0,2.0,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,3.0,,78621576062.0
LA,2014,53.53410605,,7.0,8.0,,1.0,10.0,4.0,,,2.0,1.0,,2.0,,,,,4.0,,,2.0,,1.0,,,2.0,,,,1.0,,,15.0,,118489176956.0
LV,2014,38.14609553,38.46481063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,2014,138.3992607,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,194757526.0
LS,2014,38.14581854,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,2421632711.0
LR,2014,24.33227674,,6.0,,,,6.0,,,,,,,1.0,,,,4.0,,,,,,1.0,,,,,,,,,,6.0,,4640723454.0
LY,2014,80.357941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,2014,37.61922075,40.52617048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU,2014,14.44644178,21.85212574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,2014,37.84849393,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,147721400.0
MW,2014,33.51496016,,3.0,,,,3.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,3.0,,1225609542.0
MY,2014,51.93804805,55.37306788,3.0,4.0,,,5.0,2.0,,,,,,,,,,3.0,,,,,,2.0,,,2.0,,,,,,,7.0,,120245587456.0
MV,2014,55.06499779,,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,4.0,,18368684853.0
ML,2014,26.90665665,,3.0,,,,3.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,3.0,,6315606605.0
MT,2014,58.61661953,62.08703063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR,2014,48.4714147,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,4716454379.0
MX,2014,32.61818285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,2014,20.58009045,34.96112044,2.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,547367341.0
MN,2014,43.9627854,56.2730663,3.0,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,3.0,,889234222.0
ME,2014,56.18692382,63.35979127,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,4.0,,5044645848.0
MA,2014,58.56392805,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,29988000000.0
MZ,2014,64.34068482,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,75409056291.0
MM,2014,35.22221869,,6.0,1.0,,,6.0,1.0,,,,,,,,,2.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,7.0,,17598461106.0
NA,2014,27.57162002,,5.0,2.0,,2.0,5.0,,,,1.0,,,,,,1.0,,,,,2.0,1.0,2.0,,,,,,,,,,7.0,,37540369817.0
NP,2014,27.55102057,,1.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,3571164555.0
NZ,2014,34.17596467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,2014,28.68961635,28.68961635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,2014,22.08588026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,2014,10.57889833,17.54075038,2.0,1.0,,,2.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,3.0,,50186642629.0
MK,2014,37.91561182,38.01526617,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,96311361147.0
NO,2014,15.35380262,29.66097862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,2014,4.038680231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,2014,57.05171583,,2.0,2.0,,,4.0,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,4.0,,12659057903.0
PG,2014,26.894612,,3.0,1.0,,,4.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,4.0,,11530128659.0
PY,2014,12.42674405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,2014,17.00944738,19.29656305,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,8452866.0
PL,2014,45.86382906,51.38971615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,2014,133.5105808,132.9406999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,2014,24.91195724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,2014,38.32878541,39.19936479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,2014,13.78641306,15.13583188,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,221195139458.0
RW,2014,28.32337083,,4.0,,,,4.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,4.0,,2535574772.0
KN,2014,44.80643445,72.29440247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,2014,62.36672287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC,2014,64.79986484,75.06892975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,2014,54.87428354,,4.0,,,,4.0,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,4.0,,3947894285.0
SM,2014,21.01033583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2014,1.540992309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2014,42.36570882,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,3000000.0
RS,2014,66.17393798,66.24169467,4.0,1.0,,,1.0,1.0,3.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,1.0,,,5.0,,30169725782.0
SC,2014,70.39425641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL,2014,35.08945607,,7.0,,,,7.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,7.0,,930380105.0
SG,2014,99.25940204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2014,56.91877689,53.49259048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,2014,69.12624687,80.29903651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,2014,10.46288752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,2014,43.2533849,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,5310000000.0
SS,2014,38.13833451,,2.0,2.0,,,2.0,2.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,4.0,,115166491918.0
ES,2014,91.69509339,105.0588201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK,2014,69.56052243,,2.0,3.0,,1.0,4.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,1.0,5.0,,118420839979.0
SD,2014,84.42568924,,1.0,2.0,,,3.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,3.0,,4825135942.0
SR,2014,25.20787124,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,2670000000.0
SE,2014,45.74564271,44.87215514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2014,15.40090063,42.06743517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2014,,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,654595877.0
ST,2014,69.45725106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,2014,32.44943258,37.48843265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2014,29.89091747,29.95116235,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,37756615441.0
TL,2014,1.524535298,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,341020755.0
TG,2014,46.46192645,,5.0,3.0,,,6.0,2.0,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,2.0,,,8.0,,13693517641.0
TO,2014,47.47755472,,3.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,3.0,,803200000.0
TT,2014,23.46543141,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,15743150.0
TN,2014,50.73685142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM,2014,12.45545696,12.45545696,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,410000000000.0
TV,2014,16.38730287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2014,29.80766245,28.4342116,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,4114285700.0
